Identifier	Character	Dialogue	Filename	Line Number
e2u2bpowiedz_e8ccbf84	p3	Ciesz się, że nogi Ci ktoś nie przełamał! Ja...	game/script.rpy	762
e2u2bpowiedz_5f9d1f5e		Smutny głos córki zadziałał chyba na matkę. Chwyciła delikatnie mężą za ramię i przerywając mu, powiedziała:	game/script.rpy	765
e2u2bpowiedz_8b56fa93	p2	Zorn, spokojnie. Mogła sobie coś zrobić, to prawda. Na szczęście nic się nie stało.	game/script.rpy	766
e2u2bpowiedz_d3d58424		Zaczęła swoim spokojnym głosem, po czym spojrzała na córkę i kontynuowała:	game/script.rpy	768
e2u2bpowiedz_eb55d1c2	p2	A Ty, młoda damo, mimo wszystko przesadziłaś. Nie mamy nic przeciwko, żebyś szła sobie na spacer.	game/script.rpy	769
e2u2bpowiedz_43edd749	p2	Tylko uprzedź nas wcześniej i proszę Cię, rób to o normalnej porze - w ciągu dnia.	game/script.rpy	770
e2u2bpowiedz_6dddcc1e	p2	Jeśli coś takiego się powtórzy to czeka Cię poważny szlaban.	game/script.rpy	771
e2u2bpowiedz_4fab133a		Spokojny głos nie zwiódł Lii. Wiedziała, że matka nie żartuje i musi teraz bardzo uważać.	game/script.rpy	772
e2u2bpowiedz_bc02f5f2		Mimo wszystko delikatny uśmiech wrócił na jej twarz i gdzieś głęboko w środku czuła delikatną wdzięczność za ratunek przed Ojcem.	game/script.rpy	773
e2u2bpowiedz_93b779dc		Z szeregu myśli wyrwał ją dalszy wywód jej Matki:	game/script.rpy	774
e2u2bpowiedz_b49b7112	p2	... w związku z czym dzisiaj zostaniesz do końca pod naszym okiem. Pracujesz do późna i kładziesz się spać. Przypilnujemy tego. A teraz zjedz śniadanie i powycieraj stoły nim przyjdą goście.	game/script.rpy	775
e2u2bpowiedz_5f2814b7		"Mogło być gorzej" - pomyślała Lia. Zwróciła uwagę, że Ojciec wyszedł z kuchni, a chwilę po nim Matka. Lia dokończyła śniadanie, po czym wstała i powiedziała:	game/script.rpy	779
e2u2bpowiedz_a66cb004	p1	Dziękuję Ci za pomoc!	game/script.rpy	786
e2u2bniemow_103d0bdb		Lia nie powiedziała słowa, zajęła się śniadaniem.	game/script.rpy	790
e2u2bniemow_de9a4b3c		Minęła chwila nim Lia zaczęła czuć wzbierającą w Ojcu złość	game/script.rpy	791
e2u2bniemow_a20cefa7		...	game/script.rpy	792
e2u2bniemow_95e45da9		Lia próbowała zająć się śniadaniem. Napięta sytuacja powodowała, że ręka trzęsła jej się przy każdym kęsie.	game/script.rpy	793
e2u2bniemow_20bbd21a		Ciekawe co będzie teraz - pomy...	game/script.rpy	794
e2u2bniemow_6c82f414		Nagle Ojciec niespodziewanie uderzył ręką w stół - tak mocno, że wszystko na stole delikatnie podskoczyło.	game/script.rpy	798
e2u2bniemow_cc2ff67b	p3	Długo zamierzasz mnie ignorować?	game/script.rpy	799
e2u2bniemow_7c114038	p3	Co Ty sobie wyobrażasz? Że możesz tutaj siedzieć i nic nie robić?	game/script.rpy	800
e2u2bniemow_74dbdc50	p3	Na dodatek myślisz, że możesz sobie od tak wyjść w środku nocy?	game/script.rpy	801
e2u2bniemow_9d80f262		Głos Ojca narastał z każdą chwilą i powoli zaczął oddziaływać na Lię.	game/script.rpy	802
e2u2bniemow_05a17cea		Lia zaczęła się zastanawiać czy podjęła dobrą decyzję. Przez wątpliwości zrobiło jej się jeszcze bardziej smutno.	game/script.rpy	805
e2u2bniemow_e62f7b19		Przez sekundę pomyślała nawet czy nie przerwać Ojcu, lecz teraz zbyt bardzo się bała.	game/script.rpy	806
e2u2bniemow_8bcc788a	p3	Na dodatek próbowałaś nas okłamać. Przecież to jest niedopuszczalne!	game/script.rpy	807
e2u2bniemow_e38e8965	p3	Dziewczyno, postępuj tak dalej a nie opuścisz tego budynku przez bardzo, bardzo długi czas!	game/script.rpy	808
e2u2bniemow_fbee340a	p3	Mogłabyś chociaż spróbować na mnie spojrzeć gdy do Ciebie mówię!	game/script.rpy	809
e2u2bniemow_0b0d5818		Lia próbowała spojrzeć na Ojca, lecz nie pozwalał jej strach. Kumulujący się smutek zniechęcał ją do czegokolwiek.	game/script.rpy	811
e2u2bniemow_974b6778	p3	Oj... myślisz, że smutne oczy teraz pomogą? Było myśleć o tym wcześniej smarkulo!	game/script.rpy	812
e2u2bniemow_d935f15c		Ojciec zatrzymał na moment gniewną tyradę. Próbował się uspokoić, ale chyba zdenerwowało go to jeszcze bardziej.	game/script.rpy	813
e2u2bniemow_6a9ab850	p3	KURWA... momentami nie mogę już z nią wytrzymać!	game/script.rpy	814
e2u2bniemow_ed0b5714		Krzyknął Ojciec - bardziej w kierunku swojej żony, niż dziecka.	game/script.rpy	815
e2u2bniemow_3808ffb4		Lia mocno się przestraszyła i mimowolnie rozpłakała	game/script.rpy	817
e2u2bniemow_800d951f		Ojciec najwyraźniej nie zwrócił na to uwagi i dalej kontynuował:	game/script.rpy	819
e2u2bniemow_75101ed8	p3	Naprawdę. Nie daję rady jej upilnować. Coś jej się w końcu stanie! Myślę, że lepiej byłoby ją wysła...	game/script.rpy	820
e2u2bniemow_b0d5109f	p2	ZORN!	game/script.rpy	821
e2u2bniemow_4ef852fc		Przerwała niespodziewanie Matka	game/script.rpy	822
e2u2bniemow_ede81ed9	p2	Wystarczy tego! Lia zrozumiała. Ja też zrozumiałam. Damy radę, razem.	game/script.rpy	823
e2u2bniemow_0d120730		Uspokoiła męża, po czym zwróciła się w stronę córki.	game/script.rpy	824
e2u2bniemow_b03e7fa3	p2	A Ty, niegrzeczna istoto - na pewno w najbliższej przyszłości nie opuścisz tego budynku. Dziś pracujesz do końca i nawet nie waż się znikać nam z oczu na zbyt długo. Nie chcemy się martwić.	game/script.rpy	825
e2u2bniemow_25394ea1	p2	A teraz skończ śniadanie i do pracy!	game/script.rpy	826
e2u2c_37c42a17		Stres praktycznie całkowicie obezwładnił Lię.	game/script.rpy	838
e2u2c_0f2fd925		Bez porady stała się bezradna i zwyczajnie...	game/script.rpy	839
e2u2c_a8554ee9		...momentalnie się rozpłakała.	game/script.rpy	843
epizod3_afe1c101		Lia dotarła do głównej sali, a na jej twarzy malował się uśmiech. Ktoś mógłby stwierdzić, że to dość nieczęsty widok.	game/script.rpy	880
epizod3_b4c27be6		Mógłby... gdyby tylko ktoś ją teraz widział. Rozejrzała się po Tawernie w poszukiwaniu czegoś do zrobienia.	game/script.rpy	884
epizod3_234c270b		W tym momencie do sali wszedł Ojciec i na nią spojrzał.	game/script.rpy	885
epizod3_d2eda60a	p3	To jak? Zabieramy się do pracy?	game/script.rpy	888
epizod3_513b2dd2	p1	Pewnie, w końcu trzeba wszystko dobrze przygotować. Od czego mam zacząć?	game/script.rpy	889
epizod3_a25c4d5a	p3	Możesz zacząć od ogarnięcia stołów. Niezbyt nadają się do czegokolwiek po wczorajszym wieczorze.	game/script.rpy	890
epizod3_d08d687c	p3	Ah, i pamiętaj. Sprawdzę jak Ci poszło!	game/script.rpy	891
epizod3_72ed762b	p1	Zawsze tak mówisz i nigdy nie sprawdzasz!	game/script.rpy	892
epizod3_50044b2c	p3	Dziś sprawdzę.	game/script.rpy	893
epizod3_b241c34b		Powiedział spokojnie Ojciec, po czym wrócił na zaplecze.	game/script.rpy	894
epizod3_376e0663		Lia przewróciła tylko oczami, ale zaraz potem zabrała się do pracy	game/script.rpy	895
epizod3_f4e1fbe1		Lia dotarła do głównej sali. W myślach dziękowała, że wszystko poszło w miarę sprawnie.	game/script.rpy	899
epizod3_f3032339		Odetchnęła lekko z ulgą i ruszyła w głąb	game/script.rpy	903
epizod3_b650d6d8		Prawie natychmiast usłyszała głos Ojca...	game/script.rpy	904
epizod3_1dcde84c	p3	No, wreszcie jesteś! Chodź i mi pomóż.	game/script.rpy	907
epizod3_cc1de5b5	p1	Przecież wszystko praktycznie gotowe. Z czym mam tu niby pomóc?	game/script.rpy	908
epizod3_434b2fce	p3	Eh. Widzisz te stoły? Widzisz na nich kurz? No już - bierz szmatkę i je powycieraj! Tylko dokładnie, potem sprawdzę.	game/script.rpy	909
epizod3_69a3e119		"Ta, jasne." - pomyślała Lia. "Zawsze tak mówi i nigdy tego nie robi"	game/script.rpy	910
epizod3_212cf96c		Mimo wszystko Lia wzięła się do roboty... bo cóż innego miała niby zrobić?	game/script.rpy	911
epizod3_e6732487		Lia była jeszcze w głębokim szoku. Ledwo dotarła do głównej sali.	game/script.rpy	915
epizod3_2743b238		Zatrzymała się przed wejściem i wzięła głęboki wdech. Próbowała się uspokoić.	game/script.rpy	916
epizod3_359b0928		Weszła do sali i ruszyła w głąb. Prawie natychmiast drogę zagrodził jej Ojciec	game/script.rpy	920
epizod3_1dcde84c_1	p3	No, wreszcie jesteś! Chodź i mi pomóż.	game/script.rpy	923
epizod3_cc1de5b5_1	p1	Przecież wszystko praktycznie gotowe. Z czym mam tu niby pomóc?	game/script.rpy	924
epizod3_434b2fce_1	p3	Eh. Widzisz te stoły? Widzisz na nich kurz? No już - bierz szmatkę i je powycieraj! Tylko dokładnie, potem sprawdzę.	game/script.rpy	925
epizod3_69a3e119_1		"Ta, jasne." - pomyślała Lia. "Zawsze tak mówi i nigdy tego nie robi"	game/script.rpy	926
epizod3_212cf96c_1		Mimo wszystko Lia wzięła się do roboty... bo cóż innego miała niby zrobić?	game/script.rpy	927
epizod3b_6ef86f49		Nagłe wejście Ojca do pokoju Lii gwałtownie wybudziło ją z koszmarnego snu.	game/script.rpy	937
epizod3b_ddc75689	p3	Nie słyszysz jak Cię wołam?	game/script.rpy	938
epizod3b_520a63e5		Lia nie była jeszcze całkiem przytomna. Przez zmrużone oczy dostrzegła, że Słońce już dawno wstało.	game/script.rpy	939
epizod3b_d11e5e7a		Gwałtownie się rozejrzała, w międzyczasie zakrywając się kołdrą.	game/script.rpy	940
epizod3b_461eeb8e	p1	Tato! Nie jestem jeszcze ubrana!	game/script.rpy	941
epizod3b_e5cd939a		Wyrzuciła z siebie, lecz szybko zauważyła że Ojciec wcale na nią nie patrzył. Jego wzrok skierowany był na zewnątrz.	game/script.rpy	942
epizod3b_69f1dcf3	p3	Spokojnie, przecież nie patrzę. Jest późno, a ja wołałem Cię już kilkukrotnie - wstawaj!	game/script.rpy	945
epizod3b_31b35428		Powiedział w miarę spokojnie po czym ruszył, z powrotem zamykając za sobą drzwi.	game/script.rpy	947
epizod3b_01baf269		Lia została sama w pokoju, ziewnęła głośno i szybko się ubrała.	game/script.rpy	948
epizod3b_6a4d700c		Gdy tylko się ogarnęła to ruszyła do Głównej Sali. Domyśliła się, że śniadanie pewnie ją ominęło, więc skierowała się od razu do swojego miejsca pracy.	game/script.rpy	949
epizod3b_874c2e77		Nie miała także zbyt wiele czasu aby zastanowić się nad swoim snem...	game/script.rpy	954
epizod3b_d520d19c		Przemknęła szybko przez korytarz i wręcz zbiegła do głównej sali.	game/script.rpy	956
epizod3b_58da3170		Zauważyła ojca, który praktycznie zakończył już przygotowania do otwarcia Tawerny.	game/script.rpy	963
epizod3b_1dcde84c	p3	No, wreszcie jesteś! Chodź i mi pomóż.	game/script.rpy	966
epizod3b_cc1de5b5	p1	Przecież wszystko praktycznie gotowe. Z czym mam tu niby pomóc?	game/script.rpy	967
epizod3b_434b2fce	p3	Eh. Widzisz te stoły? Widzisz na nich kurz? No już - bierz szmatkę i je powycieraj! Tylko dokładnie, potem sprawdzę.	game/script.rpy	968
epizod3b_69a3e119		"Ta, jasne." - pomyślała Lia. "Zawsze tak mówi i nigdy tego nie robi"	game/script.rpy	969
epizod3b_212cf96c		Mimo wszystko Lia wzięła się do roboty... bo cóż innego miała niby zrobić?	game/script.rpy	970
poczyszczeniustolu_7c261ca1		Lia wyprostowała się, aby przyjrzeć się czy czegoś nie ominęła.	game/script.rpy	980
poczyszczeniustolu_5334eb53		Wygląda na to, że wszystko zrobione!	game/script.rpy	981
poczyszczeniustolu_9492753e		Chciała pomyśleć Lia. Zrozumiała, że to głos Ojca zza jej ramienia.	game/script.rpy	983
poczyszczeniustolu_5307acb2	p3	Mówiłem, że sprawdzę. Bardzo ładnie. Teraz zajmij się resztą, a pot...	game/script.rpy	989
poczyszczeniustolu_a77a8e78		Lia wyprostowała się, aby przyjrzeć się czy coś jej nie umknęło.	game/script.rpy	991
poczyszczeniustolu_d81f0ec4		Od razu zauważyła, że pominęła jeden fragment.	game/script.rpy	992
poczyszczeniustolu_63b6933d		Gdy tylko chciała zabrać się za poprawki, usłyszała za sobą głos.	game/script.rpy	993
poczyszczeniustolu_97af325e	p3	Ominęłaś fragment, o tam!	game/script.rpy	997
poczyszczeniustolu_a2345c0a		Odezwał się Ojciec wskazując palcem na niedoczyszczony fragment.	game/script.rpy	998
poczyszczeniustolu_9bc0dad1	p1	Tak, widzę! Musiałeś akurat podejść i sprawdzić?	game/script.rpy	1000
poczyszczeniustolu_abf27208		Powiedziała Lia ze złością w głosie. Natychmiast tego pożałowała widząc złość na twarzy Taty.	game/script.rpy	1001
poczyszczeniustolu_c3ef0355	p3	Młoda Damo, proszę się zachowywać! Nastę...	game/script.rpy	1006
poczyszczeniustolu_97514892		Nagle w Tawernie rozległ się huk otwieranych drzwi. Zorn zareagował pierwszy i od razu zawołał:	game/script.rpy	1014
poczyszczeniustolu_47e70458	p3	Halo, jeszcze zamknięte! Proszę wy.. Aaa, to Ty Mohon! Właź właź, nie krępuj się.	game/script.rpy	1015
poczyszczeniustolu_bc7fd46c	p6	HAHA, a czego miałbym się krępować? Zgłupiałeś Zorn?	game/script.rpy	1019
poczyszczeniustolu_f8c48f05	p6	Weź polej piwo bo mnie chuj strzeli zar... Oooo, panienko!	game/script.rpy	1020
poczyszczeniustolu_40b6f811	p6	Uszanowanie, Dzień dobry - prześlicznie panienka dziś wygląda!	game/script.rpy	1024
poczyszczeniustolu_27adb8dd	p1	Dzień dobry Panie Mohon!	game/script.rpy	1027
poczyszczeniustolu_8b6e4df6		Odpowiedziała lekko zarumieniona Lia i wróciła do pracy.	game/script.rpy	1030
poczyszczeniustolu_6a5f9002		Bardzo lubiła swojskiego krasnoluda, który nie przejmował się zbytnio konwenansami.	game/script.rpy	1032
poczyszczeniustolu_d5874091		Pracował w kopalni i często tu przychodził. Czy to sam, czy ze swoimi kompanami.	game/script.rpy	1033
poczyszczeniustolu_bde4093e		Zawsze głośni, zawsze wulgarni - oczywiście gdy tylko nie było jej w pobliżu.	game/script.rpy	1034
poczyszczeniustolu_e7be2127		Lia kątem oka zauważyła, że jej Ojciec wymienia kilka zdań z Mohonem.	game/script.rpy	1035
poczyszczeniustolu_498f8465		Krasnolud po chwili wstał, pomachał do niej i wyszedł z Tawerny tak samo głośno jak do niej wszedł.	game/script.rpy	1036
poczyszczeniustolu_17a942ae		Gdy spojrzała w kierunku drzwi, zauważyła zmierzającego do niej Ojca.	game/script.rpy	1041
poczyszczeniustolu_fb3c0785	p3	Jak tam, posprzątane?	game/script.rpy	1050
poczyszczeniustolu_d1b67708	p1	Tak, wszystko już skończone!	game/script.rpy	1051
poczyszczeniustolu_7fd53eef	p3	Cieszę się! Teraz możesz chwilę odpocząć. Zaraz otwieramy.	game/script.rpy	1052
poczyszczeniustolu_b0b4665e		Powiedział Ojciec, po czym zniknął na zapleczu. Lia przystanęła za barem czekając na pierwszych gości...	game/script.rpy	1059
e3u2_ac042517		Ruch przy Tawernie powoli narastał, więc na pierwszych gości nie trzeba było długo czekać.	game/script.rpy	1072
e3u2_28384c26		W pierwszej kolejności pojawiły się grupy robotników.	game/script.rpy	1078
e3u2_a9a56cab		Teoretycznie przed pracą nie wypada spożywać alkoholu, ale tak już mają. Lubią uraczyć się zimnym kuflem nim zabiorą się do swoich obowiązków.	game/script.rpy	1079
e3u2_e8335d06		Większość z nich to osoby, które nie są zbyt rozmowne - część z nich Lia rozpoznaje po twarzy i wie co im podać.	game/script.rpy	1080
e3u2_7f7343d6		Niektórzy co jakiś czas uraczą Lię uśmiechem przy odbieraniu zamówień.	game/script.rpy	1081
e3u2_ae934717		Lia jednak woli nie zastanawiać się nad powodem ich uśmiechu.	game/script.rpy	1082
e3u2_b77841da		Mimo wszystko Ci, na pierwszy rzut oka prości ludzie, są przyjaźnie nastawieni. Starają się nigdy nie szukać kłopotów, ani nawet okazji do rozróby.	game/script.rpy	1083
e3u2_a19933c6		Wiedzą, że nie jest to jakaś pierwsza lepsza Tawerna. Często pojawiają się tutaj ważni goście, gwardia czy chociażby strażnicy.	game/script.rpy	1084
e3u2_37c99026		Łatwo dostać zakaz wstępu. Pojawiali się tutaj nie tylko ważni emisariusze, ale i enigmatyczni goście - chociażby grupa z namiotu obok.	game/script.rpy	1085
e3u2_159b7166		Nikt do końca nie wiedział kto to jest, jaki jest ich cel. Przychodzili do Tawerny po zapasy, a poza tym czasem można było ich gdzieś dostrzec w okolicy.	game/script.rpy	1086
e3u2_0b5d6f98		"Tajemniczy ludzie można by rzec" - pomyślała Lia próbując skupić się na pracy.	game/script.rpy	1087
e3u2_a08e4d7b		Czas powoli płynął do przodu. Przez Tawernę przewijali się goście, a Lia wskoczyła w wir pracy.	game/script.rpy	1088
e3u2_897befb8		Lia wykonywała dziś swoje obowiązki wyjątkowo sprawnie.	game/script.rpy	1100
e3u2_8356c2f1	p1	Zamówienie nr 66 gotowe!	game/script.rpy	1133
e3u2_20be5df4	p1	Tylko ostrożnie! Proszę tego nie rozlać.	game/script.rpy	1138
e3u2_e8519f3e		Powiedziała Lia. Gość lekko podpitym głosem odpowiedział:	game/script.rpy	1144
e3u2_9d34a35f	r1	Tak się stanie moja Pani!	game/script.rpy	1145
e3u2_605e9c0d		Lia uśmiechnęła się lekko i zabrała za obsługiwanie pozostałych gości.	game/script.rpy	1146
e3u2_6aea0f6e		Zaraz po zrealizowaniu ostatniego zamówienia do Lii podszedł Ojciec.	game/script.rpy	1151
e3u2_d31fdb07	p3	Za oknem robi się już ciemno. Jeśli nie zmieniłaś zdania to możesz już zmykać! Przejmę teraz bar.	game/script.rpy	1152
e3u2_9e9b3f28		Lia uśmiechnęła się, podziękowała Ojcu i ruszyła do wyjścia.	game/script.rpy	1153
e3u2_daf357f0	p3	Tylko nie wracaj za późno!	game/script.rpy	1155
e3u2_8559385d		Minęła dłuższa chwila nim Lia mogła odsapnąć.	game/script.rpy	1159
e3u2_a46ca4da		O tej godzinie ruch był naprawdę spory. Ludzie wchodzili i wychodzili.	game/script.rpy	1160
e3u2_08cd49ae		Niektórzy siedzieli jednak dłużej. Głównie osoby podróżujące z lub do stolicy.	game/script.rpy	1161
e3u2_79cfce4a		"Stolica" - Lia pomyślała o mieście którym wszyscy się zachwycają.	game/script.rpy	1162
e3u2_9c831ec3		Na moment jej myśli skupiły się na tym czy kiedyś będzie jej dane zachwycić się tym widokiem.	game/script.rpy	1163
e3u2_fb659c55		Szybko jednak wybiła sobie ten pomysł z głowy. Dotarło do niej, że całe życie spędzi tutaj. Nie ma pojęcia co mogłoby ją tam zaprowadzić...	game/script.rpy	1164
e3u2_7fe74602		Jakby zahipnotyzowana, znów skupiła się na pracy. Czas mijał jej coraz szybciej.	game/script.rpy	1165
e3u2_5914ed36		Wieczór w miarę zleciał, a ostatni goście zbierali się do wyjścia. Lia kątem oka zauważyła podchodzącego Ojca.	game/script.rpy	1172
e3u2_c911c9ac	p3	Możesz iść spać. Prawie wszyscy już poszli, więc zaraz zamykamy. Dobranoc.	game/script.rpy	1173
e3u2_1977759e		Powiedział bez emocji Ojciec, po czym ruszył w kierunku drzwi.	game/script.rpy	1176
e3u2_b3724523		Lia nie miała siły na jakąkolwiek reakcję, więc ruszyła po prostu do swojego pokoju.	game/script.rpy	1178
e3u2_e3332db6		Po krótkim, acz powolnym marszu dotarła do swojego pokoju i usiadła na chwilę na łóżku.	game/script.rpy	1186
e3u2_b7bb29b8		Miała ochotę zapłakać. Nie była jednak do końca pewna dlaczego...	game/script.rpy	1188
e3u2_f45af06c		Czuła się tak, jakby była tylko narzędziem w rękach rodziców.	game/script.rpy	1189
e3u2_9f932eea		Wstań. Pracuj. Idź spać. Wstań. Pracuj. Idź spać. Tak właśnie wyglądało jej życie...	game/script.rpy	1190
e3u2_141bfc5b		Pomyślała przez moment czy mogłaby to zmienić. Czy w ogóle wiedziałaby jak zacząć.	game/script.rpy	1191
e3u2_80df3641		"Pewnie nie..." - pomyślała. Przebrana w ciuchy do spania położyła się, a potem przykryła kołdrą.	game/script.rpy	1192
e3u2_eca25a34		Chciała zasnąć jak najszybciej. Czym prędzej zaśnie, tym prędzej przestanie myśleć o swoim życiu.	game/script.rpy	1193
e3u2_a20cefa7		...	game/script.rpy	1197
epizod4_eff717c4		Po wyjściu z domu, Lia skierowała się od razu w kierunku wioski.	game/script.rpy	1213
epizod4_c83d09c2		Wybrała ścieżkę przez las. Trasa nie należy może do najprzyjemniejszych, głównie przez mroczny klimat, ale na pewno do bezpiecznych i szybkich.	game/script.rpy	1214
epizod4_bb1c30ab		Po niecałej godzinie Lia dotarła na miejsce. W oddali słychać było bawiących się ludzi.	game/script.rpy	1218
epizod4_3c9a73de		Gdy powoli zbliżała się do wioski, poczuła delikatne ukłucie niepewności.	game/script.rpy	1219
epizod4_bf6d8686	p1	Eh, nie wiem czy to jednak dobry pomysł... Co mam tutaj w zasadzie robić?	game/script.rpy	1222
epizod4_78514671	p1	Nie potrafię się bawić. Może lepiej wróćmy do domu?	game/script.rpy	1223
epizod4_4f0e5f47	gr	Nie wygłupiaj się. Już tu jesteśmy. Chodźmy zobaczyć ludzi!	game/script.rpy	1227
epizod4_877ef8d1		Lia ruszyła powolnym krokiem w stronę bawiących się ludzi.	game/script.rpy	1239
epizod4_6f8f36bc		Starała się do nikogo nie zbliżać... jeszcze ktoś wziąłby ją do tańca.	game/script.rpy	1240
epizod4_05ef384c		Wolała o tym nie myśleć. Skoro już tu była to wolała nie przeżywać żadnego większego stresu.	game/script.rpy	1241
epizod4_9919bd7b		Skupiła się bardziej na obserwacji wszystkiego wokół, w końcu niezbyt często opuszczała okolicę Tawerny.	game/script.rpy	1242
epizod4_c95624b3		Minęła dłuższa chwila. Lia wciąż obserwowała wystrojoną wioskę, namioty z atrakcjami.	game/script.rpy	1246
epizod4_e4b153b6		A co najważniejsze, spoglądała w górę, na mieniące się zielenią niebo.	game/script.rpy	1250
epizod4_5c8e6e6f		Przypomniała jej się matczyna opowieść o Festiwalu Smoka.	game/script.rpy	1251
epizod4_87766be9		Raz na parę lat na niebie pojawia się ogromny Zielony Smok. Do dzisiaj nie wiadomo skąd!	game/script.rpy	1252
epizod4_a496cc7f		Nikt też nie wie kiedy pojawi się ponownie. Raz pojawia się co roku, a czasem co pięć lat.	game/script.rpy	1253
epizod4_ba59e8f1		Wszyscy są jednak zgodni, że jest to wspaniałe zjawisko.	game/script.rpy	1254
epizod4_390b2820		Lia zastanawiała się czy legenda o Zielonym Smoku jest prawdziwa.	game/script.rpy	1255
epizod4_831fb1ce		Słyszała już tyle różnych wersji, że nie wiedziała co o tym sądzić.	game/script.rpy	1256
epizod4_bd373688		Jedno było pewne - Zielony Smok łączy się w jakiś sposób z ogromną wieżą stojącą w samym centrum królestwa.	game/script.rpy	1257
epizod4_b9d7538b		Ludzie mówią, że to jego dom i właśnie stamtąd wyrusza zwalczać wszelkie zagrożenia dla mieszkańców wyspy.	game/script.rpy	1258
epizod4_ad004798		Jednak nikt nie jest w stanie tego potwierdzić. Poza rodziną królewską nikt nigdy tam nie był.	game/script.rpy	1259
epizod4_d6dae4a7		Zresztą nawet oni niezbyt często się tam wybierają. Nie wiadomo kto i kiedy ją zbudował.	game/script.rpy	1260
epizod4_e60a67a8		Wiadomo jednak tyle, że chroni ona w jakiś sposób naszą wyspę. To dzięki niej nic z zewnątrz nie zagraża mieszkańcom.	game/script.rpy	1261
epizod4_42d3e405		Dlatego nie ma zbyt wielu chętnych do kwestionowania tych opowieści. Zamiast tego wszyscy wolą się bawić podczas Festiwalu Zielonego Smoka.	game/script.rpy	1262
epizod4_23eb5b2f		Jest on tak istotny dla naszej kultury, że nawet księżniczka Aurora i jej brat, książę Caius odwiedzają wtedy wszystkie miasteczka i wioski.	game/script.rpy	1263
epizod4_b0cf8ab5		A przynajmniej tak usłyszała od kilku gości w Tawernie.	game/script.rpy	1264
epizod4_1156415e		Nie mogła doczekać się tej wizyty. Słyszała, że księżniczka jest bardzo piękna...	game/script.rpy	1267
epizod4_bd2a4361		Lia zaczęła wolno spacerować i jednocześnie próbowała ją sobie wyobrazić...	game/script.rpy	1268
epizod4_d81b62e9		Tak się zamyśliła, że nie zauważyła idącego chłopaka, który niespodziewanie w nią uderzył!	game/script.rpy	1273
epizod4_4d58a3c0		Lia prawie się przewróciła. Szybko złapała równowagę i spojrzała, że sprawcą był nieznajomy chłopak.	game/script.rpy	1282
epizod4_2f083eae	p5q	Na Zielonego Smoka, przepraszam! Nie zauważyłem Cię. Wszystko w porządku?	game/script.rpy	1286
epizod4_cc54aaac	p1	Oj, tak... Nic się nie stało. Tylko troszkę się przestraszyłam...	game/script.rpy	1289
epizod4_bdd1af30	p5q	Ojej, przepraszam raz jeszcze... Rozglądałem się i nie patrzyłem przed siebie.	game/script.rpy	1292
epizod4_0744f18e		"Uroczy" - Pomyślała Lia, ale odpowiedziała nie dając po sobie poznać zainteresowania:	game/script.rpy	1293
epizod4_ea4abd56	p1	Nic się nie stało. Naprawdę! Sama byłam zamyślona... to trochę też moja wina.	game/script.rpy	1294
epizod4_d6140b24	p5q	Oh, no dobrze! Ale na wszelki wypadek w ramach przeprosin może dasz się skusić na wspólne piwo?	game/script.rpy	1297
epizod4_e83b044f		Lia i tak nie miała nic konkretnego do roboty, więc czemu nie.	game/script.rpy	1298
epizod4_6a22e880	p1	W zasadzie czemu nie, aleeeee... pod jednym warunkiem.	game/script.rpy	1299
epizod4_4c5d64cd	p5q	Tak? Jakim?	game/script.rpy	1300
epizod4_3baa772c	p1	Musisz przynajmniej powiedzieć jak się nazywasz!	game/script.rpy	1303
epizod4_829ae00f	p5q	Ahh, nie przedstawiłem się. Przepraszam!	game/script.rpy	1307
epizod4_992807ef	p5	Jestem Meamir, a Ty?	game/script.rpy	1308
epizod4_70fe8e80	p1	No nie wiem czy zasłużyłeś... 	game/script.rpy	1311
epizod4_337c244b	p5	Oj... No to...	game/script.rpy	1314
epizod4_f379a6d7	p1	Oj no! Żartuję... jestem Lia!	game/script.rpy	1317
epizod4_02d021e3	p1	Miło Cię poznać!	game/script.rpy	1318
epizod4_b9666803	p5	Heh, Ciebie też...	game/script.rpy	1319
epizod4_b3e2b074		Odpowiedział Meamir lekko jeszcze zawstydzony. Delikatna pewność siebie wprawiła Lię w dobry nastrój.	game/script.rpy	1320
epizod4_d059ad33	p1	No no, nie czerwień się tak - chodźmy na to piwo!	game/script.rpy	1321
epizod4_17d6cb14	p5	Dobrze, dobrze - chodźmy!	game/script.rpy	1323
epizod4_78608f8a	gr	Uspokój się dziewczyno. Dopiero przyszliśmy. Chodźmy się napić!	game/script.rpy	1328
epizod4_43453be5		Lia zauważyła skrzynię na której znajdowało się darmowe piwo.	game/script.rpy	1340
epizod4_3b025281		Od zawsze wiadomo, że darmowe najlepsze! Pewnie ruszyła w zadanym kierunku.	game/script.rpy	1341
epizod4_61082e1a		Wzięła kufel z jakimś słabszym piwem i na chwilę przystanęła na boku, obserwując otoczenie.	game/script.rpy	1342
epizod4_ec2a5ec0		Minęła dłuższa chwila. Lia wciąż obserwowała wystrojoną wioskę i namioty z atrakcjami.	game/script.rpy	1345
epizod4_e4b153b6_1		A co najważniejsze, spoglądała w górę, na mieniące się zielenią niebo.	game/script.rpy	1349
epizod4_5c8e6e6f_1		Przypomniała jej się matczyna opowieść o Festiwalu Smoka.	game/script.rpy	1350
